0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1	1.000006	0.000054	0.013428	-0.000054	1.000006	0.036377	
2	0.999993	0.000037	0.003662	-0.000037	0.999993	0.044464	
3	0.999962	0.000052	0.031372	-0.000052	0.999962	0.045807	
4	1.000003	-0.000013	-0.006104	0.000013	1.000003	-0.012482	
5	1.000000	0.000007	-0.000854	-0.000007	1.000000	0.022522	
6	0.999987	-0.000009	0.023743	0.000009	0.999987	0.010254	
7	1.000053	0.000019	-0.058838	-0.000019	1.000053	0.009674	
8	0.999985	0.000015	0.031433	-0.000015	0.999985	0.016327	
9	1.000018	0.000036	-0.003418	-0.000036	1.000018	0.014221	
10	0.999992	0.000027	-0.003906	-0.000027	0.999992	0.035004	
11	0.999988	0.000058	0.016052	-0.000058	0.999988	0.048309	
12	0.999964	0.000004	0.024048	-0.000004	0.999964	0.014832	
13	0.999941	0.000045	0.035767	-0.000045	0.999941	0.026733	
14	1.000010	0.000018	0.003174	-0.000018	1.000010	0.020599	
15	1.000022	0.000003	-0.005798	-0.000003	1.000022	-0.027588	
16	0.999907	0.000078	0.058167	-0.000078	0.999907	0.104431	
17	1.000061	0.000014	-0.058716	-0.000014	1.000061	-0.017609	
18	1.000072	0.000044	-0.037109	-0.000044	1.000072	0.010773	
19	1.000038	0.000018	-0.024719	-0.000018	1.000038	0.011200	
20	1.000006	0.000059	-0.002258	-0.000059	1.000006	0.035583	
21	0.999959	-0.000040	0.024597	0.000040	0.999959	-0.019379	
22	1.000051	-0.000030	-0.040222	0.000030	1.000051	-0.020264	
23	1.000011	0.000015	-0.007690	-0.000015	1.000011	0.016785	
24	0.999990	-0.000003	0.005493	0.000003	0.999990	0.017151	
25	1.000046	0.000027	-0.044373	-0.000027	1.000046	0.020538	
26	1.000003	0.000051	0.013000	-0.000051	1.000003	0.010193	
27	0.999963	-0.000002	0.009277	0.000002	0.999963	0.014709	
28	1.000003	0.000034	-0.005737	-0.000034	1.000003	0.019226	
29	0.999981	0.000034	0.017212	-0.000034	0.999981	0.038483	
30	1.000019	0.000014	-0.009216	-0.000014	1.000019	0.018127	
31	0.999998	0.000031	-0.017822	-0.000031	0.999998	0.027649	
32	1.000005	0.000035	-0.005127	-0.000035	1.000005	0.038239	
33	1.000029	0.000034	-0.009766	-0.000034	1.000029	0.031097	
34	1.000000	-0.000016	-0.007568	0.000016	1.000000	0.001617	
35	0.999998	-0.000007	0.005188	0.000007	0.999998	0.002319	
36	0.999996	-0.000004	0.000610	0.000004	0.999996	0.001831	
37	0.999994	0.000002	0.005676	-0.000002	0.999994	-0.003601	
38	0.999967	0.000010	0.024719	-0.000010	0.999967	0.011169	
39	1.000002	0.000014	-0.000305	-0.000014	1.000002	0.022522	
40	1.000010	0.000002	-0.003784	-0.000002	1.000010	0.002625	
41	0.999967	0.000017	0.022278	-0.000017	0.999967	0.020874	
42	1.000037	0.000019	-0.029053	-0.000019	1.000037	0.007721	
43	0.999999	-0.000012	0.004700	0.000012	0.999999	-0.008392	
44	0.999987	-0.000006	0.004517	0.000006	0.999987	-0.004517	
45	1.000009	0.000033	-0.012390	-0.000033	1.000009	0.030853	
46	0.999983	0.000008	0.010010	-0.000008	0.999983	0.003357	
47	0.999990	-0.000001	-0.001831	0.000001	0.999990	0.003754	
48	0.999987	0.000016	0.010864	-0.000016	0.999987	0.011444	
49	0.999966	-0.000003	0.018738	0.000003	0.999966	-0.008209	
50	0.999984	0.000033	0.003845	-0.000033	0.999984	0.047424	
51	0.999987	0.000033	0.008423	-0.000033	0.999987	0.027679	
52	1.000014	0.000013	-0.032593	-0.000013	1.000014	0.008759	
53	0.999983	0.000024	0.010376	-0.000024	0.999983	0.022552	
54	1.000030	0.000012	-0.020813	-0.000012	1.000030	-0.001343	
55	0.999968	-0.000003	0.019897	0.000003	0.999968	0.001068	
56	1.000005	-0.000009	-0.009460	0.000009	1.000005	-0.000336	
57	1.000014	0.000031	-0.006775	-0.000031	1.000014	0.029755	
58	0.999988	-0.000008	0.014465	0.000008	0.999988	-0.006104	
59	0.999965	0.000046	0.044678	-0.000046	0.999965	0.039398	
60	1.000013	0.000024	-0.014954	-0.000024	1.000013	0.014282	
61	0.999997	0.000006	0.008545	-0.000006	0.999997	0.005890	
62	0.999995	-0.000009	0.007568	0.000009	0.999995	-0.006195	
63	0.999987	0.000008	-0.003113	-0.000008	0.999987	0.013763	
64	0.999975	-0.000011	0.005493	0.000011	0.999975	-0.000885	
65	1.000003	-0.000006	-0.012207	0.000006	1.000003	-0.004059	
66	1.000003	-0.000036	-0.005737	0.000036	1.000003	-0.031738	
67	0.999996	-0.000000	0.001587	0.000000	0.999996	0.008148	
68	0.999984	-0.000017	0.003479	0.000017	0.999984	-0.024353	
69	1.000008	-0.000037	-0.011353	0.000037	1.000008	-0.016846	
70	0.999977	0.000006	0.009094	-0.000006	0.999977	0.012024	
71	0.999987	0.000012	0.001404	-0.000012	0.999987	0.014252	
72	1.000000	0.000019	-0.008728	-0.000019	1.000000	0.010895	
73	1.000022	0.000013	-0.023560	-0.000013	1.000022	0.014984	
74	0.999998	0.000004	0.008423	-0.000004	0.999998	0.011536	
