0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1	0.999945	-0.000150	0.095215	0.000150	0.999945	-0.046600	
2	1.000002	0.000002	-0.030823	-0.000002	1.000002	-0.008667	
3	1.000049	0.000010	-0.055054	-0.000010	1.000049	-0.005280	
4	1.000017	-0.000004	-0.005859	0.000004	1.000017	0.006958	
5	0.999983	-0.000006	0.013367	0.000006	0.999983	0.002930	
6	1.000004	0.000022	-0.019897	-0.000022	1.000004	0.008850	
7	1.000019	0.000021	-0.016418	-0.000021	1.000019	0.017517	
8	1.000023	0.000025	-0.024475	-0.000025	1.000023	0.013336	
9	1.000000	0.000006	0.005432	-0.000006	1.000000	0.010986	
10	0.999987	0.000019	-0.015320	-0.000019	0.999987	-0.004425	
11	1.000026	0.000041	-0.002747	-0.000041	1.000026	0.032379	
12	0.999989	-0.000007	0.003662	0.000007	0.999989	-0.002594	
13	0.999986	-0.000028	0.016357	0.000028	0.999986	-0.019897	
14	0.999990	0.000054	-0.009460	-0.000054	0.999990	0.039612	
15	0.999967	-0.000041	0.001831	0.000041	0.999967	-0.000641	
16	0.999998	-0.000026	-0.001831	0.000026	0.999998	-0.008362	
17	0.999991	0.000009	0.005798	-0.000009	0.999991	0.011597	
18	0.999984	-0.000002	0.008423	0.000002	0.999984	-0.002319	
19	0.999995	-0.000011	0.009644	0.000011	0.999995	0.008301	
20	1.000017	0.000002	-0.021545	-0.000002	1.000017	-0.012909	
21	1.000002	0.000001	0.000183	-0.000001	1.000002	-0.005157	
22	1.000001	0.000009	0.071533	-0.000009	1.000001	0.012054	
23	0.999985	-0.000010	0.004333	0.000010	0.999985	-0.005554	
24	1.000024	0.000001	-0.006287	-0.000001	1.000024	-0.011810	
25	0.999965	-0.000017	0.015442	0.000017	0.999965	0.001984	
26	1.000073	-0.000025	-0.036072	0.000025	1.000073	-0.026764	
27	1.000068	0.000025	-0.011353	-0.000025	1.000068	-0.005829	
28	1.000020	0.000045	-0.002014	-0.000045	1.000020	-0.001953	
29	0.999992	0.000004	-0.003967	-0.000004	0.999992	0.005768	
30	1.000000	-0.000023	0.013794	0.000023	1.000000	-0.002502	
31	0.999990	0.000017	-0.019592	-0.000017	0.999990	0.001892	
32	0.999972	-0.000002	0.002014	0.000002	0.999972	0.027039	
33	1.000048	-0.000009	-0.017151	0.000009	1.000048	-0.014435	
34	0.999957	0.000016	-0.020752	-0.000016	0.999957	0.003479	
35	0.999983	0.000045	0.002502	-0.000045	0.999983	0.030853	
36	0.999958	-0.000010	0.012817	0.000010	0.999958	0.020599	
37	0.999965	0.000014	-0.007874	-0.000014	0.999965	0.013763	
38	0.999982	0.000006	-0.009460	-0.000006	0.999982	0.002533	
39	1.000018	-0.000002	0.035645	0.000002	1.000018	-0.004852	
40	1.000034	-0.000016	0.007751	0.000016	1.000034	0.002106	
41	0.999984	-0.000015	0.006714	0.000015	0.999984	0.000092	
42	0.999953	-0.000021	0.002625	0.000021	0.999953	0.011230	
43	0.999998	-0.000016	-0.002686	0.000016	0.999998	0.006927	
44	0.999989	-0.000029	0.007385	0.000029	0.999989	0.004913	
45	0.999992	0.000023	-0.003967	-0.000023	0.999992	0.022461	
46	0.999973	-0.000019	0.008362	0.000019	0.999973	-0.009888	
47	0.999992	0.000020	-0.017090	-0.000020	0.999992	-0.004913	
48	0.999904	0.000075	-0.020874	-0.000075	0.999904	0.031067	
49	1.000023	-0.000001	0.017822	0.000001	1.000023	-0.011322	
50	0.999994	0.000030	-0.014709	-0.000030	0.999994	0.002289	
51	0.999973	0.000024	0.016052	-0.000024	0.999973	0.018677	
52	1.000054	-0.000043	0.031189	0.000043	1.000054	-0.032471	
53	1.000051	0.000028	-0.008667	-0.000028	1.000051	0.003784	
54	1.000023	-0.000037	0.017517	0.000037	1.000023	-0.019318	
55	0.999977	0.000003	0.011475	-0.000003	0.999977	0.012085	
56	1.000016	-0.000016	-0.000610	0.000016	1.000016	-0.012482	
57	0.999974	0.000001	0.014038	-0.000001	0.999974	0.014343	
58	0.999936	0.000000	0.023743	-0.000000	0.999936	0.022552	
59	0.999971	0.000007	0.008911	-0.000007	0.999971	-0.009308	
60	0.999977	-0.000018	-0.000610	0.000018	0.999977	-0.001892	
61	0.999979	-0.000030	0.006836	0.000030	0.999979	-0.015594	
62	0.999950	-0.000004	0.013916	0.000004	0.999950	0.009430	
63	0.999958	0.000006	-0.018799	-0.000006	0.999958	0.016022	
64	0.999941	-0.000032	0.010986	0.000032	0.999941	0.021790	
65	0.999978	0.000029	-0.022888	-0.000029	0.999978	0.024445	
66	1.000039	-0.000023	0.019775	0.000023	1.000039	0.000031	
67	1.000043	-0.000023	0.021790	0.000023	1.000043	-0.036530	
68	0.999992	-0.000009	0.013855	0.000009	0.999992	-0.000183	
69	0.999991	-0.000003	-0.021240	0.000003	0.999991	0.013550	
70	1.000023	-0.000026	-0.010498	0.000026	1.000023	-0.007935	
71	1.000006	0.000010	0.018494	-0.000010	1.000006	-0.004364	
72	1.000005	-0.000012	-0.028503	0.000012	1.000005	-0.011688	
73	1.000001	0.000016	0.011353	-0.000016	1.000001	0.010345	
74	0.999999	-0.000014	0.015747	0.000014	0.999999	-0.010468	
